Agency,AgencyFull,Sector,SubSector,Activity,Sub Activity ,Sub Activity 2,Province,District,Type_of_Location,Status,StartDate,EndDate,Inside3RP,Total,Region,P_Code,P_Code_District,AgencyFull
ASAM,ASAM,Protection,Protection,Assessment,Focus group discussions,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Assessment,Key informant interviews,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,"For acute, temporary needs",Unrestricted cash,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,Restricted cash,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,E-voucher,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,In-kind,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,Information campaigns or public events,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Case management,Multidimension support with social worker and case management plan,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Case management,Service delivery and referral,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based groups ,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based protection networks,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, safe spaces and community centres",Mobile,Protection offices,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Legal assistance,"Legal information, advice or counselling",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Legal assistance,"Legal intervention, representation or accompaniment",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Mechanisms for accountability to affected populations,Complaints box,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Mechanisms for accountability to affected populations,Other,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,National system strengthening (non-training),Information meetings or exchanges,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,House visits done for protection monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Authority visits done for protection monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Detention monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,National level,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,Sub-national level,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Household visits,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Focus group discussions,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Key informant interviews,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,"For acute, temporary needs",Unrestricted cash,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,Restricted cash,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,E-voucher,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal information, advice or counselling",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal intervention, representation or accompaniment",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Complaints box,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Other,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Information meetings or exchanges,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,House visits done for protection monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,Authority visits done for protection monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Interventions for SGBV response, services and assistance aimed at addressing the harmful effects of SGBV and includes counselling where the counsellor has received professional training (may be individual or in groups) (specific to SGBV survivors)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups) (not specific to identified SGBV survivors)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,National level,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,Sub-national level,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Household visits,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Focus group discussions,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Key informant interviews,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,"For acute, temporary needs",Unrestricted cash,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,Restricted cash,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,E-voucher,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,In-kind,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Awareness raising / information dissemination,Information campaigns or public events,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Case management,Multidimension support with social worker and case management plan,Child protection,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Case management,Service delivery and referral,Child survivor,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, community mobilization",Supporting community-based groups ,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, community mobilization",Supporting community-based protection networks,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal information, advice or counselling",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal intervention, representation or accompaniment",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Complaints box,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Other,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Information meetings or exchanges,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,House visits done for protection monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Authority visits done for protection monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Detention monitoring,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,Structured and sustained CP and PSS activities,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Livelihood,Livelihood,Livelihoods support and skills development _ Increasing Educational and Livelihoods Opportunities for Urban Refugees ,,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Education,Formal education,Support access to formal education - address economic barriers to education,Provision of cash grants (education-related),,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
ASAM,ASAM,Education,Outreach,Community outreach and advocacy for education,Community outreach and advocacy for education,,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,ASAM
UNHCR,UNHCR,Protection,Protection,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,Sakarya,Adapazari,Host Community,Ongoing,,,Yes,1,Non-SE,TR54,TR5402068,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of national lawyers or legal staff ,,Sakarya,Adapazari,Host Community,Completed,,,No,1,Non-SE,TR54,TR5402068,UNHCR
ASAM,ASAM,Basic Needs,Shelter,Access to adequate shelter conditions,Possible programmes for provision of shelter support in urban settings,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Basic Needs,Basic assistance,Access to essential goods and services,Provision of in-kind or monetized winter assistance,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Basic Needs,Basic assistance,Access to essential goods and services,Provision of in-kind or monetized assistance during influx and other emergency situations,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Basic Needs,Basic assistance,Access to essential goods and services,Hygiene-awareness sessions,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Advocacy,National level,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Advocacy,Sub-national level,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Assessment,Household visits,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Assessment,Focus group discussions,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Assessment,Key informant interviews,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,"For acute, temporary needs",Unrestricted cash,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,Restricted cash,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,E-voucher,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,In-kind,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,Information campaigns or public events,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Case management,Multidimension support with social worker and case management plan,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Case management,Service delivery and referral,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based groups ,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based protection networks,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,"Community-based protection, safe spaces and community centres",Mobile,Protection offices,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Legal assistance,"Legal information, advice or counselling",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Legal assistance,"Legal intervention, representation or accompaniment",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Mechanisms for accountability to affected populations,Complaints box,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Mechanisms for accountability to affected populations,Other,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,National system strengthening (non-training),Information meetings or exchanges,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,House visits done for protection monitoring,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Authority visits done for protection monitoring,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Detention monitoring,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,National level,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,Sub-national level,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Household visits,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Focus group discussions,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Key informant interviews,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,"For acute, temporary needs",Unrestricted cash,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,Restricted cash,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,E-voucher,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,Samsun,19 Mayis,Host Community,Ongoing,,,Yes,1,Non-SE,TR55,TR5501830,ASAM
